name,points,p2p_pm,std_pm
Fourier+B3+SG7+Exp0.1,60,24.23510818618979,7.088479991907862
Adaptive+B3+SG11+Exp0.2,60,24.29874484278116,5.922494422280105
Fourier+B4_median+SG9,45,24.31435490552758,4.93729963216838
Fourier+B4_weighted+SG11,45,24.338929974078383,5.228478896439221
Direct+B4+SG11+Exp0.2,45,24.36284809891731,6.951433223482248
Fourier+B4+SG9+Exp0.3,45,24.41464940034166,5.600072734581833
Adaptive+B3+SG5+Exp0.2,60,24.417181888679806,5.9166515706673355
Fourier+B5+SG3+Exp0.3,36,24.54085673764439,4.875411194059082
Fourier+B5_mean+SG11,36,24.541068053849813,5.268663730076176
Adaptive+B4+SG9+Exp0.2,45,24.55353328957699,5.910580384592212
Direct+B5+SG3+Exp0.3,36,24.577266444453016,7.145339829267458
Adaptive+B2+SG9+Exp0.1,91,24.58349805215221,6.251804454156574
Adaptive+B4+SG9+Exp0.2,45,24.592990939368065,6.2912012989080015
Direct+B5+SG7+Exp0.1,36,24.59577954323322,7.366635353635512
Direct+B3+SG9+Exp0.1,60,24.611511683701792,6.92086102753365
Direct+B4+SG9+Exp0.2,45,24.61596184798509,7.073025973904202
Adaptive+B5_median+SG11,36,24.62829434955438,5.343407231927281
Adaptive+B3+SG7+Exp0.2,60,24.652522135284016,6.275005413937843
Fourier+B4+SG9+Exp0.3,45,24.661014201910803,5.876607407584974
Fourier+B4+SG3+Exp0.3,45,24.689574716035168,4.320894496048256
Direct+B5_weighted+SG11,36,24.70210531430439,7.004298226535753
Adaptive+B5_median+SG9,36,24.706199794195527,5.670213092009922
Adaptive+B4+SG11+Exp0.3,45,24.735308499430175,6.063344679756096
Fourier+B5_mean+SG7,36,24.761642266639683,5.872856614690383
Adaptive+B3+SG9+Exp0.3,60,24.773946842060468,6.01768759412016
Fourier+B5_mean+SG9,36,24.819442971192984,5.428092369197692
Direct+B5_weighted+SG9,36,24.876759289213624,7.346845511877558
Adaptive+B4+SG3+Exp0.3,45,24.89048122379245,5.107529454669003
Direct+B4+SG3+Exp0.1,45,24.895572944046762,7.663635489514622
Direct+B5+SG11+Exp0.1,36,24.920236230173032,7.409580477218831
Fourier+B3+SG11+Exp0.2,60,24.9439088076997,6.233918689169532
Direct+B3+SG7+Exp0.1,60,24.95306946536857,7.009091032405009
Adaptive+B4_median+SG9,45,24.99026989471531,5.747120924271425
Direct+B3+SG11+Exp0.1,60,25.021834305334778,6.963587067051442
Adaptive+B3+SG9+Exp0.2,60,25.026351979136052,6.330814605643002
Fourier+B3+SG7+Exp0.3,60,25.119993180851452,5.882922849746258
Fourier+B4_weighted+SG7,45,25.12545218462492,6.098668447497432
Direct+B4+SG5+Exp0.3,45,25.163325683706717,7.509416010747218
Fourier+B4_mean+SG11,45,25.17077257539313,5.531377028914847
Fourier+B3+SG9+Exp0.1,60,25.188147921880955,7.309996661075552
Direct+B4+SG5+Exp0.1,45,25.28852969987838,7.657979770830983
Adaptive+B3+SG11+Exp0.1,60,25.29326371359275,6.91733449078968
Adaptive+B4+SG9+Exp0.3,45,25.344426171500345,5.797436543004154
Fourier+B4+SG3+Exp0.3,45,25.462076706617154,5.113434220146085
Fourier+B2+SG7+Exp0.2,91,25.48730946523392,5.249303099016105
Fourier+B2+SG7+Exp0.2,91,25.48730946523392,5.249303099016105
Fourier+B5_median+SG9,36,25.557889695392078,5.214477915234189
Direct+B2+SG11+Exp0.1,91,25.583653999888156,7.065470364798753
Adaptive+B2+SG11+Exp0.2,91,25.6418139881589,6.266508269116249
Adaptive+B2+SG11+Exp0.2,91,25.6418139881589,6.266508269116249
Direct+B3+SG5+Exp0.1,60,25.644377323942535,7.146631169624295
Direct+B3+SG3+Exp0.1,60,25.644552395192477,7.154378742893868
Adaptive+B2+SG9+Exp0.2,91,25.6616157279268,6.163986067310508
Adaptive+B2+SG9+Exp0.2,91,25.6616157279268,6.163986067310508
Direct+B5+SG11+Exp0.3,36,25.663057787824073,6.912327160371863
Fourier+B3_median+SG7,60,25.684199756824455,5.564551338813353
Adaptive+B4_weighted+SG11,45,25.68868213438691,5.667863014286784
Adaptive+B3+SG11+Exp0.3,60,25.692775737070406,5.976444618550286
Adaptive+B3+SG5+Exp0.1,60,25.791425262013945,7.085284197412268
Direct+B4+SG9+Exp0.3,45,25.798646994644514,7.654375105527787
Direct+B2+SG9+Exp0.1,91,25.816187977852678,7.051441843006715
Adaptive+B4+SG9+Exp0.3,45,25.82437328692322,6.103758400929956
Direct+B4+SG11+Exp0.3,45,25.884424482342183,7.353744587813811
Adaptive+B5_mean+SG9,36,25.891738845416512,5.801979755675125
Adaptive+B5_mean+SG7,36,25.93169078693336,6.247409959061395
